label_name,label_id,index,recognizable,feature_complete
cat,1,0,1,0
cat,1,1,1,0
cat,1,2,1,0
cat,1,3,1,1
cat,1,4,1,0
cat,1,5,1,0
cat,1,6,0,0
cat,1,7,0,0
cat,1,8,1,0
cat,1,9,1,0
cat,1,10,0,0
cat,1,11,0,0
cat,1,12,0,0
cat,1,13,0,0
cat,1,14,0,0
cat,1,15,1,1
cat,1,16,0,0
cat,1,19,0,0
cat,1,20,1,0
cat,1,21,1,0
cat,1,22,1,1
cat,1,23,0,0
cat,1,24,0,0
cat,1,25,0,0
cat,1,26,0,0
cat,1,27,0,0
cat,1,28,1,0
cat,1,29,1,1
cat,1,30,1,0
cat,1,31,1,1
cat,1,32,1,1
cat,1,33,1,0
cat,1,34,1,1
cat,1,35,1,0
cat,1,36,0,0
cat,1,37,1,0
cat,1,38,0,0
cat,1,39,1,0
cat,1,40,1,0
cat,1,41,1,1
cat,1,42,1,0
cat,1,43,1,0
cat,1,44,1,0
cat,1,45,1,1
cat,1,46,1,1
cat,1,47,0,0
cat,1,48,1,0
cat,1,49,1,0
cat,1,50,1,1
cat,1,51,1,0
cat,1,52,1,0
cat,1,53,1,0
cat,1,54,1,1
cat,1,55,1,0
cat,1,56,1,1
cat,1,57,1,0
cat,1,58,1,1
cat,1,59,1,0
cat,1,60,1,0
cat,1,61,1,0
cat,1,62,0,0
cat,1,63,0,0
cat,1,64,1,1
cat,1,65,0,0
cat,1,66,0,0
cat,1,67,1,1
cat,1,68,1,0
cat,1,69,1,1
cat,1,70,1,0
cat,1,71,1,1
cat,1,72,1,1
cat,1,73,1,0
cat,1,74,0,0
cat,1,75,1,0
cat,1,76,1,0
cat,1,77,1,0
cat,1,78,1,1
cat,1,79,1,0
cat,1,80,0,0
cat,1,81,1,0
cat,1,82,1,0
cat,1,83,1,0
cat,1,84,1,0
cat,1,85,1,1
cat,1,86,1,0
cat,1,87,1,0
cat,1,88,1,0
cat,1,89,0,0
cat,1,90,0,0
cat,1,91,0,0
cat,1,92,1,0
cat,1,93,1,0
cat,1,94,1,1
cat,1,95,1,1
cat,1,96,1,0
cat,1,97,1,0
cat,1,98,0,0
cat,1,99,0,0
cat,1,100,0,0
cat,1,101,1,0
cat,1,102,1,1
cat,1,103,1,1
cat,1,104,1,0
cat,1,105,1,0
cat,1,106,1,1
cat,1,107,1,0
cat,1,108,1,1
cat,1,109,1,1
cat,1,110,1,0
cat,1,111,1,0
cat,1,112,1,0
cat,1,113,1,0
cat,1,114,1,0
cat,1,115,1,0
cat,1,116,1,0
cat,1,117,1,0
cat,1,118,1,0
cat,1,119,1,0
cat,1,120,1,0
cat,1,121,1,0
cat,1,122,1,0
cat,1,123,1,0
cat,1,124,1,0
cat,1,125,1,1
cat,1,126,1,0
cat,1,127,1,0
cat,1,128,1,1
cat,1,129,1,1
cat,1,130,1,0
cat,1,131,1,0
cat,1,132,1,0
cat,1,133,1,0
cat,1,134,1,0
cat,1,135,1,0
cat,1,136,1,0
cat,1,137,1,0
cat,1,138,1,1
cat,1,139,1,0
cat,1,140,0,0
cat,1,141,1,0
cat,1,142,1,0
cat,1,143,1,0
cat,1,144,1,1
cat,1,145,1,0
cat,1,146,1,0
cat,1,147,1,1
cat,1,148,1,1
cat,1,149,1,1
cat,1,150,1,0
cat,1,151,0,0
cat,1,152,1,1
cat,1,153,1,1
cat,1,154,1,1
cat,1,155,1,0
cat,1,156,1,0
cat,1,157,0,0
cat,1,158,1,0
cat,1,159,1,1
cat,1,160,1,1
cat,1,161,1,0
cat,1,162,0,0
cat,1,163,1,0
cat,1,164,1,1
cat,1,165,1,1
cat,1,166,1,0
cat,1,167,0,0
cat,1,168,1,0
cat,1,169,1,0
cat,1,170,1,0
cat,1,171,0,0
cat,1,172,1,0
cat,1,173,1,0
cat,1,174,1,1
cat,1,175,1,0
cat,1,176,0,0
cat,1,177,1,0
cat,1,178,1,0
cat,1,179,1,0
cat,1,180,1,0
cat,1,181,1,0
cat,1,182,1,1
cat,1,183,1,0
cat,1,184,0,0
cat,1,185,0,0
cat,1,186,1,0
cat,1,187,1,0
cat,1,188,1,0
cat,1,189,1,1
cat,1,190,1,0
cat,1,191,0,0
cat,1,192,1,1
cat,1,193,1,0
cat,1,194,0,0
cat,1,195,1,0
cat,1,196,1,0
cat,1,197,1,0
cat,1,198,0,0
cat,1,199,0,0
cat,1,200,1,1
cat,1,201,1,0
cat,1,202,1,1
cat,1,203,1,1
cat,1,204,1,0
cat,1,205,1,0
cat,1,206,1,0
cat,1,207,0,0
cat,1,208,0,0
cat,1,209,1,1
cat,1,210,1,0
cat,1,211,1,0
cat,1,212,1,1
cat,1,213,1,0
cat,1,214,1,1
cat,1,215,0,0
cat,1,216,0,0
cat,1,217,1,0
cat,1,218,1,1
cat,1,219,0,0
cat,1,220,1,0
cat,1,221,1,0
cat,1,222,1,0
cat,1,223,0,0
cat,1,224,1,1
cat,1,225,1,1
cat,1,226,0,0
cat,1,227,1,0
cat,1,228,0,0
cat,1,229,1,1
cat,1,230,1,1
cat,1,231,0,0
cat,1,232,1,1
cat,1,233,1,0
cat,1,234,1,1
cat,1,235,1,0
cat,1,236,1,0
cat,1,237,1,1
cat,1,238,0,0
cat,1,239,1,0
cat,1,240,1,0
cat,1,241,1,0
cat,1,242,1,0
cat,1,243,1,0
cat,1,244,1,1
cat,1,245,1,0
cat,1,246,0,0
cat,1,247,1,1
cat,1,248,1,0
cat,1,249,1,0
cat,1,250,1,0
cat,1,251,1,0
cat,1,252,1,0
cat,1,253,1,0
cat,1,254,1,0
cat,1,255,1,1
cat,1,256,1,1
cat,1,257,1,0
cat,1,258,1,1
cat,1,259,1,0
cat,1,260,1,0
cat,1,261,1,1
cat,1,262,1,0
cat,1,263,1,0
cat,1,264,1,0
cat,1,265,1,0
cat,1,266,1,1
cat,1,267,0,0
cat,1,268,0,0
cat,1,269,1,0
cat,1,270,1,0
cat,1,271,1,0
cat,1,272,1,1
cat,1,273,1,1
cat,1,274,1,0
cat,1,275,0,0
cat,1,276,1,0
cat,1,277,1,0
cat,1,278,1,0
cat,1,279,1,0
cat,1,280,1,1
cat,1,281,1,1
cat,1,282,1,0
cat,1,283,1,0
cat,1,284,1,0
cat,1,285,1,0
cat,1,286,1,0
cat,1,287,1,0
cat,1,288,1,1
cat,1,289,1,0
cat,1,290,1,0
cat,1,291,1,0
cat,1,292,1,0
cat,1,293,1,0
cat,1,294,1,0
cat,1,295,1,0
cat,1,296,1,0
cat,1,297,0,0
cat,1,298,1,1
cat,1,299,1,0
cat,1,300,1,0
cat,1,301,1,0
cat,1,302,1,0
cat,1,303,1,0
cat,1,304,1,0
cat,1,305,1,0
cat,1,306,1,0
cat,1,307,1,1
cat,1,308,1,0
cat,1,309,1,0
cat,1,310,1,0
cat,1,311,1,0
cat,1,312,1,0
cat,1,313,1,0
cat,1,314,1,0
cat,1,315,1,0
cat,1,316,1,1
cat,1,317,1,0
cat,1,318,1,0
cat,1,319,1,0
cat,1,320,1,0
cat,1,321,1,0
cat,1,322,1,1
cat,1,323,1,1
cat,1,324,1,0
cat,1,325,1,1
cat,1,326,1,0
cat,1,327,1,1
cat,1,328,1,1
cat,1,329,1,0
cat,1,330,1,1
cat,1,331,0,0
cat,1,332,1,0
cat,1,333,0,0
cat,1,334,0,0
cat,1,335,0,0
cat,1,336,1,0
cat,1,337,1,0
cat,1,338,1,0
cat,1,339,0,0
cat,1,340,1,0
cat,1,341,1,0
cat,1,342,1,1
cat,1,343,1,1
cat,1,344,1,0
cat,1,345,1,0
cat,1,346,1,0
cat,1,347,1,0
cat,1,348,1,0
cat,1,349,1,0
cat,1,350,1,1
cat,1,351,1,0
cat,1,352,0,0
cat,1,353,1,0
cat,1,354,1,0
cat,1,355,1,0
cat,1,356,1,0
cat,1,357,1,0
cat,1,358,0,0
cat,1,359,1,0
cat,1,360,1,1
cat,1,361,0,0
cat,1,362,1,0
cat,1,363,1,0
cat,1,364,1,0
cat,1,365,1,0
cat,1,366,1,0
cat,1,367,1,0
cat,1,368,0,0
cat,1,369,1,0
cat,1,370,1,0
cat,1,371,0,0
cat,1,372,0,0
cat,1,373,1,1
cat,1,374,1,0
cat,1,375,0,0
cat,1,376,1,0
cat,1,377,1,0
cat,1,378,1,0
cat,1,379,1,0
cat,1,380,1,0
cat,1,381,1,0
cat,1,382,1,1
cat,1,383,1,1
cat,1,384,1,0
cat,1,385,1,0
cat,1,386,1,0
cat,1,387,0,0
cat,1,388,0,0
cat,1,389,0,0
cat,1,390,1,0
cat,1,391,1,0
cat,1,392,1,0
cat,1,393,0,0
cat,1,394,0,0
cat,1,395,0,0
cat,1,396,1,0
cat,1,397,0,0
cat,1,398,0,0
cat,1,399,1,1
cat,1,400,1,1
cat,1,401,1,0
cat,1,402,0,0
cat,1,403,1,0
cat,1,404,1,0
cat,1,405,0,0
cat,1,406,1,0
cat,1,407,0,0
cat,1,408,0,0
cat,1,409,1,0
cat,1,410,1,0
cat,1,411,0,0
cat,1,412,0,0
cat,1,413,0,0
cat,1,414,0,0
cat,1,415,0,0
cat,1,416,0,0
cat,1,417,0,0
cat,1,418,0,0
cat,1,419,1,0
cat,1,420,0,0
cat,1,421,1,0
cat,1,422,1,0
cat,1,423,1,0
cat,1,424,0,0
cat,1,425,0,0
cat,1,426,1,1
cat,1,427,0,0
cat,1,428,1,0
cat,1,429,1,1
cat,1,430,1,0
cat,1,431,1,0
cat,1,432,1,1
cat,1,433,1,1
cat,1,434,0,0
cat,1,435,1,0
cat,1,436,0,0
cat,1,437,0,0
cat,1,438,0,0
cat,1,439,0,0
cat,1,440,1,1
cat,1,441,0,0
cat,1,442,0,0
cat,1,443,0,0
cat,1,444,1,0
cat,1,445,1,0
cat,1,446,0,0
cat,1,447,1,1
cat,1,448,1,0
cat,1,449,0,0
cat,1,450,1,1
cat,1,451,1,0
cat,1,452,0,0
cat,1,453,0,0
cat,1,454,0,0
cat,1,455,0,0
cat,1,456,1,0
cat,1,457,0,0
cat,1,458,1,0
cat,1,459,0,0
cat,1,460,1,0
cat,1,461,0,0
cat,1,462,1,0
cat,1,463,0,0
cat,1,464,0,0
cat,1,465,0,0
cat,1,466,1,0
cat,1,467,0,0
cat,1,468,1,0
cat,1,469,1,0
cat,1,470,1,1
cat,1,471,0,0
cat,1,472,1,0
cat,1,473,0,0
cat,1,474,0,0
cat,1,475,1,0
cat,1,476,1,0
cat,1,477,0,0
cat,1,478,0,0
cat,1,479,1,0
cat,1,480,0,0
cat,1,481,1,0
cat,1,482,1,0
cat,1,483,1,1
cat,1,484,0,0
cat,1,485,1,0
cat,1,486,0,0
cat,1,487,1,0
cat,1,488,1,0
cat,1,489,0,0
cat,1,490,1,0
cat,1,491,1,1
cat,1,492,1,1
cat,1,493,1,0
cat,1,494,1,1
cat,1,495,1,0
cat,1,496,0,0
cat,1,497,1,1
cat,1,498,1,0
cat,1,499,1,1
cat,1,500,1,1
cat,1,501,0,0
cat,1,502,1,0
cat,1,503,1,0
cat,1,504,1,0
cat,1,505,0,0
cat,1,506,0,0
cat,1,507,1,1
cat,1,508,0,0
cat,1,509,1,1
cat,1,510,1,0
cat,1,511,1,0
cat,1,512,1,0
cat,1,513,1,0
cat,1,514,0,0
cat,1,515,0,0
cat,1,516,1,0
cat,1,517,1,0
cat,1,518,0,0
cat,1,519,0,0
cat,1,520,0,0
cat,1,521,0,0
cat,1,522,1,0
cat,1,523,0,0
cat,1,524,0,0
cat,1,525,1,0
cat,1,526,1,1
cat,1,527,1,0
cat,1,528,1,1
cat,1,529,0,0
cat,1,530,0,0
cat,1,531,1,1
cat,1,532,1,0
cat,1,533,1,0
cat,1,534,0,0
cat,1,535,0,0
cat,1,536,1,0
cat,1,537,1,1
cat,1,538,1,1
cat,1,539,1,1
cat,1,540,1,0
cat,1,541,1,0
cat,1,542,1,1
cat,1,543,1,1
cat,1,544,1,1
cat,1,545,1,1
cat,1,546,1,0
cat,1,547,1,1
cat,1,548,1,1
cat,1,549,1,1
cat,1,550,1,0
cat,1,551,1,0
cat,1,552,1,0
cat,1,553,0,0
cat,1,554,1,0
cat,1,555,1,1
cat,1,556,0,0
cat,1,557,0,0
cat,1,558,1,1
cat,1,559,1,0
cat,1,560,0,0
cat,1,561,0,0
cat,1,562,0,0
cat,1,563,1,0
cat,1,564,1,1
cat,1,565,1,1
cat,1,566,0,0
cat,1,567,0,0
cat,1,568,0,0
cat,1,569,0,0
cat,1,570,1,1
cat,1,571,1,1
cat,1,572,0,0
cat,1,573,0,0
cat,1,574,1,1
cat,1,575,1,1
cat,1,576,0,0
cat,1,577,1,1
cat,1,578,1,1
cat,1,579,1,0
cat,1,580,1,0
cat,1,581,1,1
cat,1,582,0,0
cat,1,583,0,0
cat,1,584,0,0
cat,1,585,1,1
cat,1,586,1,0
cat,1,587,1,0
cat,1,588,1,0
cat,1,589,0,0
cat,1,590,1,1
cat,1,591,0,0
cat,1,592,0,0
cat,1,593,1,0
cat,1,594,1,0
cat,1,595,1,0
cat,1,596,1,0
cat,1,597,1,0
cat,1,598,1,1
cat,1,599,1,1
cat,1,600,0,0
cat,1,601,1,1
cat,1,602,0,0
cat,1,603,1,1
cat,1,604,1,1
cat,1,605,1,0
cat,1,606,0,0
cat,1,607,0,0
cat,1,608,0,0
cat,1,609,1,1
cat,1,610,1,1
cat,1,611,0,0
cat,1,612,1,0
cat,1,613,1,0
cat,1,614,0,0
cat,1,615,1,0
cat,1,616,0,0
cat,1,617,1,1
cat,1,618,0,0
cat,1,619,1,1
cat,1,620,0,0
cat,1,621,1,0
cat,1,622,1,0
cat,1,623,1,0
cat,1,624,1,1
cat,1,625,1,0
cat,1,626,1,0
cat,1,627,1,0
cat,1,628,1,0
cat,1,629,1,1
cat,1,630,0,0
cat,1,631,0,0
cat,1,632,1,0
cat,1,633,1,0
cat,1,634,1,0
cat,1,635,1,1
cat,1,636,1,0
cat,1,637,1,1
cat,1,638,0,0
cat,1,639,1,0
cat,1,640,1,1
cat,1,641,0,0
cat,1,642,0,0
cat,1,643,0,0
cat,1,644,0,0
cat,1,645,1,1
cat,1,646,1,1
cat,1,647,1,0
cat,1,648,1,0
cat,1,649,1,1
cat,1,650,1,0
cat,1,651,1,1
cat,1,652,0,0
cat,1,653,1,0
cat,1,654,1,0
cat,1,655,0,0
cat,1,656,0,0
cat,1,657,1,1
cat,1,658,1,0
cat,1,659,1,0
cat,1,660,1,0
cat,1,661,1,0
cat,1,662,1,1
cat,1,663,1,1
cat,1,664,1,0
cat,1,665,1,0
cat,1,666,0,0
cat,1,667,1,1
cat,1,668,1,0
cat,1,669,1,1
cat,1,670,0,0
cat,1,671,0,0
cat,1,672,1,0
cat,1,673,1,0
cat,1,674,1,1
cat,1,675,1,1
cat,1,676,0,0
cat,1,677,0,0
cat,1,678,0,0
cat,1,679,0,0
cat,1,680,1,1
cat,1,681,0,0
cat,1,682,0,0
cat,1,683,1,0
cat,1,684,1,0
cat,1,685,1,0
cat,1,686,0,0
cat,1,687,0,0
cat,1,688,1,0
cat,1,689,1,0
cat,1,690,1,1
cat,1,691,0,0
cat,1,692,1,0
cat,1,693,0,0
cat,1,694,0,0
cat,1,695,1,1
cat,1,696,1,0
cat,1,697,1,0
cat,1,698,1,1
cat,1,699,1,1
cat,1,700,1,0
cat,1,701,0,0
cat,1,702,1,1
cat,1,703,0,0
cat,1,704,1,1
cat,1,705,1,1
cat,1,706,1,0
cat,1,707,1,0
cat,1,708,0,0
cat,1,709,1,1
cat,1,710,1,0
cat,1,711,0,0
cat,1,712,0,0
cat,1,713,0,0
cat,1,714,1,0
cat,1,715,1,0
cat,1,716,1,1
cat,1,717,0,0
cat,1,718,1,0
cat,1,719,1,0
cat,1,720,0,0
cat,1,721,0,0
cat,1,722,0,0
cat,1,723,1,0
cat,1,724,0,0
cat,1,725,1,1
cat,1,726,1,0
cat,1,727,1,1
cat,1,728,1,0
cat,1,729,1,1
cat,1,730,1,1
cat,1,731,0,0
cat,1,732,0,0
cat,1,733,1,1
cat,1,734,0,0
cat,1,735,1,0
cat,1,736,0,0
cat,1,737,0,0
cat,1,738,0,0
cat,1,739,1,1
cat,1,740,0,0
cat,1,741,0,0
cat,1,742,1,1
cat,1,743,1,1
cat,1,744,1,1
cat,1,745,0,0
cat,1,746,1,1
cat,1,747,1,0
cat,1,748,1,1
cat,1,749,1,0
cat,1,750,1,0
cat,1,751,0,0
cat,1,752,0,0
cat,1,753,1,0
cat,1,754,1,0
cat,1,755,1,0
cat,1,756,1,1
cat,1,757,0,0
cat,1,758,1,0
cat,1,759,1,0
cat,1,760,1,1
cat,1,761,0,0
cat,1,762,1,0
cat,1,763,0,0
cat,1,764,1,0
cat,1,765,1,0
cat,1,766,1,1
cat,1,767,1,1
cat,1,768,1,1
cat,1,769,1,1
cat,1,770,1,1
cat,1,771,1,1
cat,1,772,1,0
cat,1,773,1,0
cat,1,774,1,0
cat,1,775,0,0
cat,1,776,1,0
cat,1,777,1,1
cat,1,778,1,1
cat,1,779,0,0
cat,1,780,1,1
cat,1,781,1,1
cat,1,782,0,0
cat,1,783,1,0
cat,1,784,1,0
cat,1,785,0,0
cat,1,786,0,0
cat,1,787,1,1
cat,1,788,0,0
cat,1,789,0,0
cat,1,790,0,0
cat,1,791,0,0
cat,1,792,1,0
cat,1,793,1,0
cat,1,794,1,0
cat,1,795,1,0
cat,1,796,1,0
cat,1,797,1,1
cat,1,798,1,1
cat,1,799,1,0
cat,1,800,1,0
cat,1,801,1,0
cat,1,802,1,0
cat,1,803,1,0
cat,1,804,1,0
cat,1,805,0,0
cat,1,806,1,0
cat,1,807,1,1
cat,1,808,1,1
cat,1,809,0,0
cat,1,810,1,0
cat,1,811,0,0
cat,1,812,0,0
cat,1,813,0,0
cat,1,814,1,1
cat,1,815,1,1
cat,1,816,1,0
cat,1,817,0,0
cat,1,818,1,1
cat,1,819,1,1
cat,1,820,1,1
cat,1,821,1,1
cat,1,822,1,1
cat,1,823,1,1
cat,1,824,1,0
cat,1,825,0,0
cat,1,826,1,0
cat,1,827,0,0
cat,1,828,1,1
cat,1,829,1,0
cat,1,830,1,0
cat,1,831,1,0
cat,1,832,1,0
cat,1,833,1,0
cat,1,834,1,0
cat,1,835,1,0
cat,1,836,1,1
cat,1,837,0,0
cat,1,838,1,0
cat,1,839,1,1
cat,1,840,1,0
cat,1,841,0,0
cat,1,842,1,1
cat,1,843,1,0
cat,1,844,0,0
cat,1,845,0,0
cat,1,846,0,0
cat,1,847,1,0
cat,1,848,0,0
cat,1,849,1,0
cat,1,850,1,0
cat,1,851,0,0
cat,1,852,1,0
cat,1,853,1,1
cat,1,854,0,0
cat,1,855,0,0
cat,1,856,1,0
cat,1,857,1,0
cat,1,858,1,0
cat,1,859,1,1
cat,1,860,1,0
cat,1,861,1,1
cat,1,862,0,0
cat,1,863,1,1
cat,1,864,0,0
cat,1,865,1,0
cat,1,866,1,0
cat,1,867,1,0
cat,1,868,0,0
cat,1,869,0,0
cat,1,870,1,0
cat,1,871,0,0
cat,1,872,0,0
cat,1,873,1,1
cat,1,874,0,0
cat,1,875,1,0
cat,1,876,1,0
cat,1,877,1,0
cat,1,878,1,0
cat,1,879,1,1
cat,1,880,1,1
cat,1,881,0,0
cat,1,882,0,0
cat,1,883,0,0
cat,1,884,0,0
cat,1,885,0,0
cat,1,886,0,0
cat,1,887,0,0
cat,1,888,0,0
cat,1,889,0,0
cat,1,890,1,0
cat,1,891,0,0
cat,1,892,1,0
cat,1,893,0,0
cat,1,894,1,1
cat,1,895,1,0
cat,1,896,1,0
cat,1,897,1,1
cat,1,898,1,1
cat,1,899,1,1
cat,1,900,1,1
cat,1,901,1,0
cat,1,902,1,0
cat,1,903,1,0
cat,1,904,1,1
cat,1,905,0,0
cat,1,906,1,1
cat,1,907,1,0
cat,1,908,0,0
cat,1,909,1,1
